"id","sleep_day","total_sleep_records","total_minutes_asleep","total_time_in_bed","total_hours_asleep","total_hours_in_bed"
3977333714,"5/6/2016 12:00:00 AM",1,323,512,5.38,8.53
3977333714,"5/7/2016 12:00:00 AM",1,237,443,3.95,7.38
3977333714,"5/8/2016 12:00:00 AM",2,259,456,4.32,7.6
3977333714,"5/10/2016 12:00:00 AM",1,312,452,5.2,7.53
4020332650,"4/12/2016 12:00:00 AM",1,501,541,8.35,9.02
4020332650,"4/16/2016 12:00:00 AM",1,77,77,1.28,1.28
4020332650,"5/3/2016 12:00:00 AM",1,322,332,5.37,5.53
4020332650,"5/4/2016 12:00:00 AM",1,478,536,7.97,8.93
4020332650,"5/5/2016 12:00:00 AM",1,226,248,3.77,4.13
4020332650,"5/6/2016 12:00:00 AM",1,385,408,6.42,6.8
4020332650,"5/8/2016 12:00:00 AM",1,364,402,6.07,6.7
4020332650,"5/10/2016 12:00:00 AM",1,442,494,7.37,8.23
4319703577,"4/14/2016 12:00:00 AM",1,535,557,8.92,9.28
4319703577,"4/15/2016 12:00:00 AM",1,465,491,7.75,8.18
4319703577,"4/16/2016 12:00:00 AM",1,506,522,8.43,8.7
4319703577,"4/18/2016 12:00:00 AM",1,515,551,8.58,9.18
4319703577,"4/19/2016 12:00:00 AM",2,461,498,7.68,8.3
4319703577,"4/20/2016 12:00:00 AM",1,523,543,8.72,9.05
4319703577,"4/21/2016 12:00:00 AM",1,59,65,0.98,1.08
4319703577,"4/22/2016 12:00:00 AM",1,533,550,8.88,9.17
4319703577,"4/23/2016 12:00:00 AM",1,692,722,11.53,12.03
4319703577,"4/24/2016 12:00:00 AM",1,467,501,7.78,8.35
4319703577,"4/25/2016 12:00:00 AM",1,488,506,8.13,8.43
4319703577,"4/26/2016 12:00:00 AM",1,505,516,8.42,8.6
4319703577,"4/27/2016 12:00:00 AM",1,286,307,4.77,5.12
4319703577,"4/28/2016 12:00:00 AM",1,497,522,8.28,8.7
4319703577,"4/29/2016 12:00:00 AM",1,523,546,8.72,9.1
4319703577,"4/30/2016 12:00:00 AM",1,490,516,8.17,8.6
4319703577,"5/1/2016 12:00:00 AM",1,484,500,8.07,8.33
4319703577,"5/2/2016 12:00:00 AM",1,478,506,7.97,8.43
4319703577,"5/3/2016 12:00:00 AM",1,474,512,7.9,8.53
4319703577,"5/6/2016 12:00:00 AM",1,450,491,7.5,8.18
4319703577,"5/7/2016 12:00:00 AM",1,507,530,8.45,8.83
4319703577,"5/8/2016 12:00:00 AM",1,602,638,10.03,10.63
4319703577,"5/9/2016 12:00:00 AM",1,535,565,8.92,9.42
4319703577,"5/10/2016 12:00:00 AM",1,487,517,8.12,8.62
4319703577,"5/11/2016 12:00:00 AM",1,529,558,8.82,9.3
4319703577,"5/12/2016 12:00:00 AM",1,302,321,5.03,5.35
4388161847,"4/15/2016 12:00:00 AM",1,499,526,8.32,8.77
4388161847,"4/16/2016 12:00:00 AM",2,426,448,7.1,7.47
4388161847,"4/17/2016 12:00:00 AM",2,619,641,10.32,10.68
4388161847,"4/18/2016 12:00:00 AM",1,99,104,1.65,1.73
4388161847,"4/19/2016 12:00:00 AM",1,329,338,5.48,5.63
4388161847,"4/20/2016 12:00:00 AM",1,421,451,7.02,7.52
4388161847,"4/21/2016 12:00:00 AM",1,442,458,7.37,7.63
4388161847,"4/22/2016 12:00:00 AM",1,82,85,1.37,1.42
4388161847,"4/23/2016 12:00:00 AM",1,478,501,7.97,8.35
4388161847,"4/24/2016 12:00:00 AM",3,552,595,9.2,9.92
4388161847,"4/26/2016 12:00:00 AM",1,319,346,5.32,5.77
4388161847,"4/27/2016 12:00:00 AM",1,439,500,7.32,8.33
4388161847,"4/28/2016 12:00:00 AM",1,428,458,7.13,7.63
4388161847,"4/30/2016 12:00:00 AM",2,409,430,6.82,7.17
4388161847,"5/1/2016 12:00:00 AM",1,547,597,9.12,9.95
4388161847,"5/2/2016 12:00:00 AM",2,368,376,6.13,6.27
4388161847,"5/4/2016 12:00:00 AM",1,390,414,6.5,6.9
4388161847,"5/5/2016 12:00:00 AM",1,471,495,7.85,8.25
4388161847,"5/7/2016 12:00:00 AM",1,472,496,7.87,8.27
4388161847,"5/8/2016 12:00:00 AM",2,529,541,8.82,9.02
4388161847,"5/9/2016 12:00:00 AM",1,62,65,1.03,1.08
4388161847,"5/10/2016 12:00:00 AM",1,354,375,5.9,6.25
4388161847,"5/11/2016 12:00:00 AM",1,469,494,7.82,8.23
4445114986,"4/12/2016 12:00:00 AM",2,429,457,7.15,7.62
4445114986,"4/13/2016 12:00:00 AM",2,370,406,6.17,6.77
4445114986,"4/14/2016 12:00:00 AM",1,441,492,7.35,8.2
4445114986,"4/15/2016 12:00:00 AM",2,337,379,5.62,6.32
4445114986,"4/16/2016 12:00:00 AM",1,462,499,7.7,8.32
4445114986,"4/17/2016 12:00:00 AM",1,98,107,1.63,1.78
4445114986,"4/19/2016 12:00:00 AM",2,388,424,6.47,7.07
4445114986,"4/20/2016 12:00:00 AM",1,439,462,7.32,7.7
4445114986,"4/21/2016 12:00:00 AM",1,436,469,7.27,7.82
4445114986,"4/22/2016 12:00:00 AM",1,388,417,6.47,6.95
4445114986,"4/25/2016 12:00:00 AM",1,328,345,5.47,5.75
4445114986,"4/26/2016 12:00:00 AM",2,353,391,5.88,6.52
4445114986,"4/27/2016 12:00:00 AM",1,332,374,5.53,6.23
4445114986,"4/28/2016 12:00:00 AM",1,419,442,6.98,7.37
4445114986,"4/29/2016 12:00:00 AM",1,106,108,1.77,1.8
4445114986,"4/30/2016 12:00:00 AM",1,322,353,5.37,5.88
4445114986,"5/1/2016 12:00:00 AM",2,439,459,7.32,7.65
4445114986,"5/2/2016 12:00:00 AM",1,502,542,8.37,9.03
4445114986,"5/3/2016 12:00:00 AM",2,417,450,6.95,7.5
4445114986,"5/4/2016 12:00:00 AM",2,337,363,5.62,6.05
4445114986,"5/5/2016 12:00:00 AM",2,462,513,7.7,8.55
4445114986,"5/6/2016 12:00:00 AM",2,374,402,6.23,6.7
4445114986,"5/7/2016 12:00:00 AM",2,401,436,6.68,7.27
4445114986,"5/8/2016 12:00:00 AM",1,361,391,6.02,6.52
4445114986,"5/9/2016 12:00:00 AM",1,457,533,7.62,8.88
4445114986,"5/10/2016 12:00:00 AM",1,405,426,6.75,7.1
4445114986,"5/11/2016 12:00:00 AM",1,499,530,8.32,8.83
4445114986,"5/12/2016 12:00:00 AM",1,483,501,8.05,8.35
4558609924,"4/21/2016 12:00:00 AM",1,126,137,2.1,2.28
4558609924,"4/26/2016 12:00:00 AM",1,103,121,1.72,2.02
4558609924,"4/29/2016 12:00:00 AM",1,171,179,2.85,2.98
4558609924,"5/1/2016 12:00:00 AM",1,115,129,1.92,2.15
4558609924,"5/8/2016 12:00:00 AM",1,123,134,2.05,2.23
4702921684,"4/12/2016 12:00:00 AM",1,425,439,7.08,7.32
4702921684,"4/13/2016 12:00:00 AM",2,400,430,6.67,7.17
4702921684,"4/14/2016 12:00:00 AM",1,384,415,6.4,6.92
4702921684,"4/15/2016 12:00:00 AM",1,253,257,4.22,4.28
4702921684,"4/16/2016 12:00:00 AM",2,382,406,6.37,6.77
4702921684,"4/17/2016 12:00:00 AM",1,591,612,9.85,10.2
4702921684,"4/18/2016 12:00:00 AM",1,293,312,4.88,5.2
4702921684,"4/19/2016 12:00:00 AM",1,457,487,7.62,8.12
4702921684,"4/20/2016 12:00:00 AM",1,454,468,7.57,7.8
4702921684,"4/21/2016 12:00:00 AM",1,425,434,7.08,7.23
4702921684,"4/23/2016 12:00:00 AM",1,465,475,7.75,7.92
4702921684,"4/24/2016 12:00:00 AM",1,480,506,8,8.43
4702921684,"4/25/2016 12:00:00 AM",1,370,380,6.17,6.33
4702921684,"4/26/2016 12:00:00 AM",1,421,429,7.02,7.15
4702921684,"4/27/2016 12:00:00 AM",1,432,449,7.2,7.48
4702921684,"4/28/2016 12:00:00 AM",1,442,461,7.37,7.68
4702921684,"4/29/2016 12:00:00 AM",1,433,447,7.22,7.45
4702921684,"4/30/2016 12:00:00 AM",1,479,501,7.98,8.35
4702921684,"5/3/2016 12:00:00 AM",1,327,373,5.45,6.22
4702921684,"5/4/2016 12:00:00 AM",1,412,434,6.87,7.23
4702921684,"5/5/2016 12:00:00 AM",1,414,428,6.9,7.13
4702921684,"5/6/2016 12:00:00 AM",1,404,449,6.73,7.48
4702921684,"5/7/2016 12:00:00 AM",1,520,543,8.67,9.05
4702921684,"5/9/2016 12:00:00 AM",1,435,458,7.25,7.63
4702921684,"5/10/2016 12:00:00 AM",1,416,431,6.93,7.18
4702921684,"5/11/2016 12:00:00 AM",1,354,366,5.9,6.1
4702921684,"5/12/2016 12:00:00 AM",1,404,442,6.73,7.37
5553957443,"4/12/2016 12:00:00 AM",1,441,464,7.35,7.73
5553957443,"4/13/2016 12:00:00 AM",2,455,488,7.58,8.13
5553957443,"4/14/2016 12:00:00 AM",1,357,418,5.95,6.97
5553957443,"4/15/2016 12:00:00 AM",1,377,409,6.28,6.82
5553957443,"4/16/2016 12:00:00 AM",2,651,686,10.85,11.43
5553957443,"4/17/2016 12:00:00 AM",1,350,402,5.83,6.7
5553957443,"4/18/2016 12:00:00 AM",2,520,541,8.67,9.02
5553957443,"4/19/2016 12:00:00 AM",1,357,410,5.95,6.83
5553957443,"4/20/2016 12:00:00 AM",1,658,678,10.97,11.3
5553957443,"4/21/2016 12:00:00 AM",1,399,431,6.65,7.18
5553957443,"4/22/2016 12:00:00 AM",1,322,353,5.37,5.88
5553957443,"4/23/2016 12:00:00 AM",2,631,725,10.52,12.08
5553957443,"4/24/2016 12:00:00 AM",2,553,640,9.22,10.67
5553957443,"4/25/2016 12:00:00 AM",1,433,468,7.22,7.8
5553957443,"4/26/2016 12:00:00 AM",1,412,453,6.87,7.55
5553957443,"4/27/2016 12:00:00 AM",1,347,391,5.78,6.52
5553957443,"4/28/2016 12:00:00 AM",1,421,457,7.02,7.62
5553957443,"4/29/2016 12:00:00 AM",1,450,495,7.5,8.25
5553957443,"4/30/2016 12:00:00 AM",2,775,843,12.92,14.05
5553957443,"5/1/2016 12:00:00 AM",2,622,686,10.37,11.43
5553957443,"5/2/2016 12:00:00 AM",1,409,471,6.82,7.85
5553957443,"5/3/2016 12:00:00 AM",1,380,429,6.33,7.15
5553957443,"5/4/2016 12:00:00 AM",1,447,470,7.45,7.83
5553957443,"5/5/2016 12:00:00 AM",1,419,464,6.98,7.73
5553957443,"5/6/2016 12:00:00 AM",1,400,434,6.67,7.23
5553957443,"5/7/2016 12:00:00 AM",1,442,470,7.37,7.83
5553957443,"5/8/2016 12:00:00 AM",1,568,608,9.47,10.13
5553957443,"5/9/2016 12:00:00 AM",1,453,494,7.55,8.23
5553957443,"5/10/2016 12:00:00 AM",1,418,443,6.97,7.38
5553957443,"5/11/2016 12:00:00 AM",1,463,486,7.72,8.1
5553957443,"5/12/2016 12:00:00 AM",1,438,475,7.3,7.92
5577150313,"4/12/2016 12:00:00 AM",1,419,438,6.98,7.3
5577150313,"4/13/2016 12:00:00 AM",1,432,458,7.2,7.63
5577150313,"4/14/2016 12:00:00 AM",1,477,497,7.95,8.28
5577150313,"4/15/2016 12:00:00 AM",1,392,413,6.53,6.88
5577150313,"4/16/2016 12:00:00 AM",1,406,445,6.77,7.42
5577150313,"4/17/2016 12:00:00 AM",1,549,583,9.15,9.72
5577150313,"4/18/2016 12:00:00 AM",1,527,553,8.78,9.22
5577150313,"4/19/2016 12:00:00 AM",1,449,465,7.48,7.75
5577150313,"4/20/2016 12:00:00 AM",1,447,480,7.45,8
5577150313,"4/21/2016 12:00:00 AM",1,414,437,6.9,7.28
5577150313,"4/22/2016 12:00:00 AM",1,338,366,5.63,6.1
5577150313,"4/23/2016 12:00:00 AM",1,384,402,6.4,6.7
5577150313,"4/24/2016 12:00:00 AM",1,543,615,9.05,10.25
5577150313,"4/25/2016 12:00:00 AM",1,421,461,7.02,7.68
5577150313,"4/26/2016 12:00:00 AM",1,354,377,5.9,6.28
5577150313,"4/27/2016 12:00:00 AM",1,424,452,7.07,7.53
5577150313,"4/28/2016 12:00:00 AM",1,361,372,6.02,6.2
5577150313,"4/29/2016 12:00:00 AM",1,459,485,7.65,8.08
5577150313,"4/30/2016 12:00:00 AM",1,412,433,6.87,7.22
5577150313,"5/1/2016 12:00:00 AM",1,379,398,6.32,6.63
5577150313,"5/2/2016 12:00:00 AM",2,525,553,8.75,9.22
5577150313,"5/3/2016 12:00:00 AM",1,508,543,8.47,9.05
5577150313,"5/4/2016 12:00:00 AM",1,603,634,10.05,10.57
5577150313,"5/5/2016 12:00:00 AM",1,74,78,1.23,1.3
5577150313,"5/10/2016 12:00:00 AM",1,504,562,8.4,9.37
5577150313,"5/11/2016 12:00:00 AM",1,431,476,7.18,7.93
6117666160,"4/16/2016 12:00:00 AM",1,380,398,6.33,6.63
6117666160,"4/17/2016 12:00:00 AM",2,336,350,5.6,5.83
6117666160,"4/18/2016 12:00:00 AM",2,493,510,8.22,8.5
6117666160,"4/19/2016 12:00:00 AM",1,465,492,7.75,8.2
6117666160,"4/20/2016 12:00:00 AM",1,474,502,7.9,8.37
6117666160,"4/21/2016 12:00:00 AM",1,508,550,8.47,9.17
6117666160,"4/22/2016 12:00:00 AM",1,480,546,8,9.1
6117666160,"4/23/2016 12:00:00 AM",1,492,539,8.2,8.98
6117666160,"4/24/2016 12:00:00 AM",1,353,367,5.88,6.12
6117666160,"4/27/2016 12:00:00 AM",1,542,557,9.03,9.28
6117666160,"4/28/2016 12:00:00 AM",1,393,416,6.55,6.93
6117666160,"4/29/2016 12:00:00 AM",1,600,636,10,10.6
6117666160,"5/1/2016 12:00:00 AM",1,507,575,8.45,9.58
6117666160,"5/5/2016 12:00:00 AM",1,392,415,6.53,6.92
6117666160,"5/6/2016 12:00:00 AM",2,658,698,10.97,11.63
6117666160,"5/7/2016 12:00:00 AM",2,498,507,8.3,8.45
6117666160,"5/8/2016 12:00:00 AM",1,555,603,9.25,10.05
6117666160,"5/9/2016 12:00:00 AM",1,492,522,8.2,8.7
6775888955,"4/13/2016 12:00:00 AM",1,235,260,3.92,4.33
6775888955,"4/14/2016 12:00:00 AM",1,423,441,7.05,7.35
6775888955,"4/15/2016 12:00:00 AM",1,391,406,6.52,6.77
6962181067,"4/12/2016 12:00:00 AM",1,366,387,6.1,6.45
6962181067,"4/13/2016 12:00:00 AM",3,630,679,10.5,11.32
6962181067,"4/14/2016 12:00:00 AM",2,508,535,8.47,8.92
6962181067,"4/15/2016 12:00:00 AM",1,370,386,6.17,6.43
6962181067,"4/16/2016 12:00:00 AM",1,357,366,5.95,6.1
6962181067,"4/17/2016 12:00:00 AM",1,427,446,7.12,7.43
6962181067,"4/18/2016 12:00:00 AM",1,442,458,7.37,7.63
6962181067,"4/19/2016 12:00:00 AM",1,476,535,7.93,8.92
6962181067,"4/20/2016 12:00:00 AM",1,418,424,6.97,7.07
6962181067,"4/21/2016 12:00:00 AM",1,451,457,7.52,7.62
6962181067,"4/22/2016 12:00:00 AM",1,425,435,7.08,7.25
6962181067,"4/23/2016 12:00:00 AM",1,528,546,8.8,9.1
6962181067,"4/24/2016 12:00:00 AM",1,511,514,8.52,8.57
6962181067,"4/25/2016 12:00:00 AM",1,400,415,6.67,6.92
6962181067,"4/26/2016 12:00:00 AM",1,441,446,7.35,7.43
6962181067,"4/27/2016 12:00:00 AM",1,455,467,7.58,7.78
6962181067,"4/28/2016 12:00:00 AM",1,440,453,7.33,7.55
6962181067,"4/29/2016 12:00:00 AM",1,433,447,7.22,7.45
6962181067,"4/30/2016 12:00:00 AM",1,422,424,7.03,7.07
6962181067,"5/1/2016 12:00:00 AM",1,411,426,6.85,7.1
6962181067,"5/2/2016 12:00:00 AM",1,466,482,7.77,8.03
6962181067,"5/3/2016 12:00:00 AM",1,394,418,6.57,6.97
6962181067,"5/4/2016 12:00:00 AM",1,442,455,7.37,7.58
6962181067,"5/5/2016 12:00:00 AM",1,467,491,7.78,8.18
6962181067,"5/6/2016 12:00:00 AM",1,443,462,7.38,7.7
6962181067,"5/7/2016 12:00:00 AM",1,298,334,4.97,5.57
6962181067,"5/8/2016 12:00:00 AM",1,541,569,9.02,9.48
6962181067,"5/9/2016 12:00:00 AM",1,489,497,8.15,8.28
6962181067,"5/10/2016 12:00:00 AM",1,469,481,7.82,8.02
6962181067,"5/11/2016 12:00:00 AM",1,452,480,7.53,8
6962181067,"5/12/2016 12:00:00 AM",1,516,535,8.6,8.92
7007744171,"4/16/2016 12:00:00 AM",1,79,82,1.32,1.37
7007744171,"5/1/2016 12:00:00 AM",1,58,61,0.97,1.02
7086361926,"4/12/2016 12:00:00 AM",1,514,525,8.57,8.75
7086361926,"4/13/2016 12:00:00 AM",1,451,465,7.52,7.75
7086361926,"4/14/2016 12:00:00 AM",1,472,476,7.87,7.93
7086361926,"4/15/2016 12:00:00 AM",1,377,386,6.28,6.43
7086361926,"4/19/2016 12:00:00 AM",1,472,483,7.87,8.05
7086361926,"4/20/2016 12:00:00 AM",1,492,502,8.2,8.37
7086361926,"4/21/2016 12:00:00 AM",1,390,411,6.5,6.85
7086361926,"4/22/2016 12:00:00 AM",1,428,448,7.13,7.47
7086361926,"4/24/2016 12:00:00 AM",1,681,704,11.35,11.73
7086361926,"4/25/2016 12:00:00 AM",1,446,447,7.43,7.45
7086361926,"4/26/2016 12:00:00 AM",1,485,500,8.08,8.33
7086361926,"4/27/2016 12:00:00 AM",1,469,479,7.82,7.98
7086361926,"4/28/2016 12:00:00 AM",1,354,367,5.9,6.12
7086361926,"4/30/2016 12:00:00 AM",1,485,489,8.08,8.15
7086361926,"5/1/2016 12:00:00 AM",1,388,407,6.47,6.78
7086361926,"5/2/2016 12:00:00 AM",1,440,459,7.33,7.65
7086361926,"5/3/2016 12:00:00 AM",1,456,461,7.6,7.68
7086361926,"5/4/2016 12:00:00 AM",1,420,436,7,7.27
7086361926,"5/6/2016 12:00:00 AM",1,322,333,5.37,5.55
7086361926,"5/7/2016 12:00:00 AM",1,530,548,8.83,9.13
7086361926,"5/8/2016 12:00:00 AM",1,481,510,8.02,8.5
7086361926,"5/9/2016 12:00:00 AM",1,427,438,7.12,7.3
7086361926,"5/11/2016 12:00:00 AM",1,451,463,7.52,7.72
7086361926,"5/12/2016 12:00:00 AM",1,444,457,7.4,7.62
8053475328,"4/20/2016 12:00:00 AM",1,486,493,8.1,8.22
8053475328,"4/23/2016 12:00:00 AM",1,331,337,5.52,5.62
8053475328,"5/7/2016 12:00:00 AM",1,74,75,1.23,1.25
8378563200,"4/12/2016 12:00:00 AM",1,338,356,5.63,5.93
8378563200,"4/13/2016 12:00:00 AM",2,447,487,7.45,8.12
8378563200,"4/14/2016 12:00:00 AM",1,424,455,7.07,7.58
8378563200,"4/15/2016 12:00:00 AM",1,513,533,8.55,8.88
8378563200,"4/16/2016 12:00:00 AM",2,611,689,10.18,11.48
8378563200,"4/17/2016 12:00:00 AM",2,525,591,8.75,9.85
8378563200,"4/18/2016 12:00:00 AM",1,398,451,6.63,7.52
8378563200,"4/19/2016 12:00:00 AM",1,387,421,6.45,7.02
8378563200,"4/20/2016 12:00:00 AM",1,381,409,6.35,6.82
8378563200,"4/21/2016 12:00:00 AM",1,396,417,6.6,6.95
8378563200,"4/22/2016 12:00:00 AM",1,441,469,7.35,7.82
8378563200,"4/23/2016 12:00:00 AM",1,565,591,9.42,9.85
8378563200,"4/24/2016 12:00:00 AM",1,458,492,7.63,8.2
8378563200,"4/25/2016 12:00:00 AM",1,388,402,6.47,6.7
8378563200,"4/26/2016 12:00:00 AM",1,550,584,9.17,9.73
8378563200,"4/27/2016 12:00:00 AM",1,531,600,8.85,10
8378563200,"4/28/2016 12:00:00 AM",1,506,556,8.43,9.27
8378563200,"4/29/2016 12:00:00 AM",1,527,562,8.78,9.37
8378563200,"4/30/2016 12:00:00 AM",1,468,555,7.8,9.25
8378563200,"5/1/2016 12:00:00 AM",1,475,539,7.92,8.98
8378563200,"5/2/2016 12:00:00 AM",1,351,385,5.85,6.42
8378563200,"5/3/2016 12:00:00 AM",1,405,429,6.75,7.15
